ID,Name,Cost,Starting gold,Starting points,Transition points,Size,Maximum HP,Protection,MR,Morale,Strength,Attack,Defence,Precision,Encumbrance,AP,Attacks,Paths,Properties,Slots,Parts,Transitions,Category
f264,sphinx,gold (418),0,0,8,6,121,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,24,13,13,12,2,22,e29 (2),"astral (1), death (1)","fear (5), female, flying","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,animal
f265,celestial gryphon,"gold (488), diamonds (3)",0,0,10,6,135,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,25,15,12,12,2,22,"e404 (1), e29 (2)",air (2),"fear (5), flying, resist shock (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,animal
f266,condor,"gold (51), diamonds (3)",0,0,1,3,18,"eye (4), head (4), body (4), leg (4), wing (4)",8,13,12,11,13,14,2,6,"e408 (1), e404 (1)",,"animal, flying, siege bonus (5), stealthy (140), survives in mountains, resist shock (15), patrol bonus (20)","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",f268,animal
f267,spring hawk,"gold (220), diamonds (3), pearls (5)",0,0,4,2,7,"eye (0), head (0), body (0), leg (0), wing (0)",15,50,6,15,15,5,0,2,e185 (1),,"animal, ethereal, magic being, flying, flies in storms, resist poison (15), resist shock (15), springpower (25), survives in mountains","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",f268,animal
f268,great eagle,gold (175),0,0,3,6,52,"eye (7), head (7), body (7), leg (7), wing (7)",14,18,18,12,12,14,3,8,"e408 (1), e404 (1)",,"animal, flying, siege bonus (10), survives in mountains, patrol bonus (10)","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)","f269, f270, f271, f272",animal
f269,demon macaw,"gold (306), diamonds (3), pearls (4), rubies (3)",0,0,6,5,68,"eye (10), head (10), body (10), leg (10), wing (10)",18,18,20,14,12,14,2,8,"e408 (1), e404 (1)","fire (1), astral (1)","awe (3), flying, siege bonus (10), survives in mountains, patrol bonus (25), resist fire (15), resist shock (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,animal
f270,solar eagle,"gold (452), pearls (4), rubies (3), emeralds (2)",0,0,9,6,108,"eye (11), head (11), body (11), leg (11), wing (11)",18,18,23,15,12,15,2,8,"e408 (1), e404 (1)","fire (1), air (1)","awe (3), flying, siege bonus (25), survives in mountains, patrol bonus (50), recuperation, resist fire (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,animal
f271,heavenly condor,"gold (397), diamonds (3)",0,0,8,6,102,"eye (11), head (11), body (11), leg (11), wing (11)",18,18,23,15,12,15,2,8,"e408 (1), e404 (1)",air (2),"flying, flies in storms, siege bonus (25), survives in mountains, survives in wastelands, patrol bonus (50), resist shock (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,animal
f272,raven of the underworld,gold (314),0,0,6,6,77,"eye (10), head (10), body (10), leg (10), wing (10)",18,18,23,13,14,15,2,8,"e408 (1), e404 (1)",death (2),"corpse eater (15), dark power (4), fear (5), flying, fortune teller (25), stealthy (20), survives in mountains, patrol bonus (25)","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,animal
f273,killer mantis,"gold (93), emeralds (3)",0,0,2,4,18,"eye (10), head (10), body (10), arm (10), leg (10)",5,50,14,13,9,4,2,16,e549 (2),,"animal, need-not-eat, magic being, mindless, resist poison (15), stealthy (40), survives in wastelands, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (4)",f274,"animal, magic being"
f274,fire ant,"gold (72), emeralds (3)",0,0,1,4,21,"eye (14), head (14), body (14), leg (14)",5,50,14,11,8,4,2,14,e355 (1),,"animal, need-not-eat, magic being, mindless, resist poison (15), stealthy (40), survives in wastelands, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (6)","f77, f275, f276","animal, magic being"
f275,scorpion beast,"gold (152), emeralds (3)",0,0,3,5,48,"eye (16), head (16), body (16), arm (16), leg (16)",5,15,16,12,7,3,2,8,"e29 (1), e423 (1)","fire (0.3), earth (0.2)","animal, darkvision (100), survives in wastes, resist poison (15)","body (1), misc (2)","eye (8), head (1), body (1), arm (2), leg (8)",,animal
f276,myrmecoleon,gold (457),0,0,9,6,118,"eye (18), head (18), body (18), leg (18)",18,18,22,14,10,10,2,18,"e322 (1), e29 (2), e629 (1)","fire (1), earth (1)","berserk (5), fear (5), kills population (100), need-not-eat, survives in wastelands","body (1), misc (2)","eye (2), head (1), body (1), leg (6)",,animal
f277,salamander,"gold (17), rubies (7)",0,0,0,3,18,"eye (10), head (10), body (10), leg (10)",13,9,9,10,9,10,20,12,"e48 (1), e322 (1)",fire (0.6),"animal, fire power (1), heat aura (6), survives in wastelands, resist fire (25), undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f218, f95","animal, cold-blooded"
f278,hydra hatchling,"gold (105), topazes (4), emeralds (6)",0,0,2,3,25,"eye (4), head (4), body (4)",12,12,12,12,9,5,3,7,"e490 (2), e488 (1)",nature (0.3),"animal, cold-blooded, survives in swamps, regeneration (2.5), resist blunt, resist fire (-10), resist pierce, resist poison (25), poison cloud (4)","body (1), misc (2)","eye (6), head (3), body (1)",f279,"animal, cold-blooded"
f279,young hydra,"gold (217), topazes (4), emeralds (6)",0,0,5,4,41,"eye (8), head (8), body (8)",14,14,14,13,10,5,3,7,"e490 (3), e488 (1)",nature (0.4),"animal, cold-blooded, survives in swamps, regeneration (4.1), resist blunt, resist fire (-10), resist pierce, resist poison (25), poison cloud (6)","body (1), misc (2)","eye (8), head (4), body (1)",f280,"animal, cold-blooded"
f280,hydra,"gold (411), topazes (4), emeralds (8)",0,0,9,6,80,"eye (8), head (8), body (8)",14,14,16,14,12,5,3,7,"e490 (4), e488 (1)",nature (0.5),"animal, cold-blooded, fear (5), survives in swamps, regeneration (8), resist blunt, resist fire (-10), resist pierce, resist poison (25), poison cloud (8)","body (1), misc (2)","eye (10), head (5), body (1)",f281,"animal, cold-blooded"
f281,daughter of typhon,"gold (948), topazes (4), emeralds (13)",0,0,20,6,220,"eye (13), head (13), body (13)",18,18,19,15,12,5,3,10,"e490 (4), e488 (1)",nature (0.5),"animal, cold-blooded, fear (10), immortal, survives in swamps, regeneration (22), resist blunt, resist fire (-10), resist pierce, resist poison (25), poison cloud (12)","body (1), misc (2)","eye (10), head (5), body (1)",,"animal, cold-blooded"
f282,horned serpent,"gold (66), emeralds (3)",0,0,1,3,22,"eye (11), head (11), body (11)",13,13,12,14,8,10,3,8,e239 (1),,"animal, cold-blooded, survives in forests, survives in swamps, resist poison (15), undisciplined","body (1), misc (2)","eye (2), head (1), body (1)",f285,"animal, cold-blooded"
f283,basilisk,"gold (17), emeralds (3)",0,0,0,3,20,"eye (6), head (6), body (6)",17,14,12,12,8,10,3,8,e127 (1),,"animal, cold-blooded, survives in forests, survives in swamps, resist poison (15), undisciplined","body (1), misc (2)","eye (2), head (1), body (1)",f285,"animal, cold-blooded"
f284,serpent,gold (81),0,0,2,3,28,"eye (8), head (8), body (8), leg (8)",5,13,13,13,11,5,3,20,e495 (1),nature (0.2),"animal, cold-blooded, survives in swamps, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f285,"animal, cold-blooded"
f285,jade serpent,"gold (219), emeralds (3)",0,0,4,6,62,"eye (11), head (11), body (11)",15,15,17,14,8,10,3,10,e65 (1),,"animal, amphibian, sacred, standard (1), cold-blooded, survives in forests, survives in swamps, resist poison (15), undisciplined","body (1), misc (2)","eye (2), head (1), body (1)","f286, f287, f288, f289","animal, cold-blooded, amphibian"
f286,wyrm,"gold (713), emeralds (9)",0,0,15,6,160,"eye (15), head (15), body (15)",18,18,25,15,10,10,2,10,e65 (2),"water (1), earth (1)","amphibian, cold-blooded, fear (5), survives in swamps, regeneration (16), resist poison (15)","body (1), misc (2)","eye (4), head (2), body (1)",,"animal, cold-blooded, amphibian"
f287,ormr,"gold (702), emeralds (9), sapphires (3)",0,0,15,6,155,"eye (15), head (15), body (15)",18,18,25,15,10,10,2,10,e65 (1),"water (1), earth (1)","amphibian, cold-blooded, fear (5), survives in swamps, regeneration (15.5), resist cold (15), resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1)",,"animal, cold-blooded, amphibian"
f288,ram-headed serpent,"gold (634), emeralds (11)",0,0,13,6,150,"eye (14), head (14), body (14)",18,18,24,13,10,10,2,10,e300 (1),nature (2),"animal awe (3), nan, beastmaster (3), survives in forests, recuperation, regeneration (15), resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1)",,animal
f289,chimera,gold (173),0,0,3,6,64,"eye (8), head (8), body (8), leg (8), wing (8)",13,15,18,11,7,12,2,15,"e322 (1), e29 (1), e239 (1)",air (0.5),"animal, flying, survives in wastelands, survives in mountains","body (1), misc (2)","eye (2), head (3), body (1), leg (4), wing (2)",f290,animal
f290,linnormr,"gold (756), emeralds (11), sapphires (3)",0,0,16,6,165,"eye (18), head (18), body (18), arm (18)",18,18,25,15,10,10,2,10,"e65 (1), e29 (1)","water (1), death (1)","fear (10), spreads death, survives in swamps, regeneration (15.5), resist cold (15), resist poison (25), poison cloud (10)","body (1), misc (2)","eye (2), head (1), arm (2), body (1)",,"animal, cold-blooded, amphibian"
f291,azi,"gold (478), rubies (3)",0,0,10,6,125,"eye (18), head (18), body (18), wing (18), leg (18)",18,18,25,15,12,12,2,10,"e322 (3), e29 (1)","fire (1), death (1)","chaos power (2), darkvision (50), fear (10), flying, survives in mountains, survives in wastelands, resist fire (15)","body (1), misc (2)","eye (6), head (3), body (1), wing (2), leg (4)",,animal
f292,amphiptere,"gold (175), emeralds (3)",0,0,3,4,45,"eye (11), head (11), body (11), wing (11)",14,14,17,14,10,10,3,10,e65 (1),"air (0.3), nature (0.2)","animal, cold-blooded, flying, undisciplined, resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), wing (2)",f293,"animal, cold-blooded"
f293,sirrush,"gold (314), emeralds (3)",0,0,6,6,80,"eye (15), head (15), body (15), leg (15)",16,16,22,14,10,10,3,16,"e399 (1), e29 (1), e398 (1)",,"fear (5), magic being, survives in swamps, resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f294,"animal, cold-blooded"
f294,green dragon,"gold (478), emeralds (3)",0,0,10,6,125,"eye (18), head (18), body (18), wing (18), leg (18)",18,18,25,15,12,12,2,10,"e322 (1), e29 (1)",nature (2),"fear (10), flying, survives in swamps, resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,animal
f295,bog beast,"gold (45), emeralds (5)",0,0,1,4,32,"head (8), body (8), leg (8)",7,10,15,10,9,10,3,8,e323 (1),water (0.3),"animal, cold-blooded, poison cloud (5), survives in swamps, undisciplined, resist poison (25)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f296, f297","animal, cold-blooded"
f296,catoblepas,"gold (200), emeralds (5)",0,0,4,6,75,"head (6), body (6), leg (6)",15,16,24,8,7,5,3,6,"e55 (1), e331 (1)",,"fear (5), poison cloud (5), survives in swamps, trample, resist poison (25)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f298, f299, f300, f301","animal, cold-blooded"
f297,monster toad,"gold (98), emeralds (7)",0,0,2,5,57,"eye (6), head (6), body (6), leg (6)",12,14,17,7,6,5,3,7,e29 (1),,"animal, cold-blooded, survives in swamps, trample, poison cloud (5), poison skin (20), resist poison (25)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f227,"animal, cold-blooded"
f298,great black bull,"gold (681), emeralds (2)",0,0,14,6,183,"eye (12), head (12), body (12), leg (12)",18,18,30,13,12,8,2,20,"e55 (1), e331 (1)","nature (1), blood (1)","berserk (7), recuperation, survives in forests, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, cold-blooded"
f299,great white bull,"gold (666), emeralds (2)",0,0,13,6,181,"eye (12), head (12), body (12), leg (12)",18,18,30,13,12,8,2,20,"e55 (1), e331 (1)","nature (1), earth (1)","berserk (5), recuperation, survives in forests, supply bonus (50), trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, cold-blooded"
f300,shedu,gold (674),0,0,13,6,230,"eye (13), head (13), body (13), leg (13), wing (13)",18,18,30,8,12,8,2,14,e55 (1),"earth (1), astral (1)","flying, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,"animal, cold-blooded"
f301,kamadhenu,"gold (590), pearls (2), emeralds (2)",0,0,12,6,190,"eye (11), head (11), body (11), leg (11), wing (11)",18,18,26,8,12,8,2,14,e55 (1),"astral (1), nature (1)","awe (1), female, recuperation, supply bonus (100), trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,"animal, cold-blooded"
f302,sacred crocodile,gold (168),0,0,3,5,73,"eye (14), head (14), body (14), leg (14)",5,15,21,11,7,5,3,7,e322 (1),,"animal, cold-blooded, sacred, survives in swamps, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f303,"animal, cold-blooded"
f303,devourer of souls,"gold (640), emeralds (3)",0,0,13,6,161,"eye (15), head (15), body (15), leg (15)",18,18,28,15,10,10,3,8,e400 (1),"earth (1), death (1)","fear (15), survives in swamps, resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, cold-blooded"
f304,drakon,"gold (545), emeralds (3)",0,0,11,6,135,"eye (18), head (18), body (18), leg (18)",18,18,26,15,15,12,2,10,"e322 (3), e29 (1)","earth (1), nature (1)","cold-blooded, fear (10), survives in swamps, resist poison (15)","body (1), misc (2)","eye (6), head (3), body (1), leg (4)",,"animal, cold-blooded"
f305,ice dragon,"gold (487), sapphires (3)",0,0,10,6,125,"eye (18), head (18), body (18), leg (18), wing (18)",18,18,25,15,12,12,2,10,"e322 (1), e29 (1)",water (2),"fear (10), flying, survives in mountains, resist cold (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f306,fire dragon,"gold (487), rubies (3)",0,0,10,6,125,"eye (18), head (18), body (18), leg (18), wing (18)",18,18,25,15,12,12,2,10,"e322 (1), e29 (1)",fire (2),"fear (10), flying, survives in mountains, survives in wastelands, resist fire (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f307,hun balam,gold (508),0,0,10,6,144,"eye (13), head (13), body (13), leg (13)",18,18,28,14,13,8,2,28,"e322 (1), e29 (2)","fire (1), blood (1)","fear (10), stealthy (40), survives in forests, nan","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f308,demon jester,gold (97),0,0,2,2,16,"eye (5), head (5), body (5), arm (5), leg (5), wing (2)",14,14,12,11,12,10,2,8,e29 (2),,"demon, flying","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f157,demon
f309,devata,"gold (399), pearls (6)",0,0,8,3,28,"eye (1), head (1), body (1), arm (1), leg (1)",18,18,17,14,14,11,1,14,e397 (1),"air (3), astral (2), holy (3)","ambidextrous (5), awe (5), sacred, magic being","hands (4), head (1), body (1), feet (1), misc (1)","eye (2), head (1), body (1), arm (4), leg (2)",,magic being
f310,siddha,"gold (195), pearls (4)",0,0,4,3,20,"eye (0), head (0), body (0), arm (0), leg (0)",18,15,13,9,10,11,2,14,e397 (1),"air (2), astral (3), holy (3)","ambidextrous (4), awe (3), sacred, teleporter, magic being","hands (4), head (1), body (1), feet (1), misc (1)","eye (2), head (1), body (1), arm (4), leg (2)",,magic being
f311,ryujin,"gold (232), diamonds (1), rubies (1), emeralds (3)",0,0,5,4,23,"eye (10), head (10), body (10), arm (10), leg (10)",18,15,14,12,12,12,2,12,"e65 (1), e29 (1)","water (3.02), fire (0.252), air (0.252), nature (0.252), earth (0.252)","amphibian, flying, darkvision (50), magic being, resist fire (5), resist poison (15), resist shock (5), sacred, shapechange (311)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
f312,ryujin (dragon form),"gold (232), diamonds (1), rubies (1), emeralds (3)",0,0,5,5,47,"eye (13), head (13), body (13), leg (13)",18,15,17,13,12,12,2,14,"e65 (1), e29 (1)","water (3.02), fire (0.252), air (0.252), nature (0.252), earth (0.252)","amphibian, shapechange (311), flies in storms, darkvision (50), magic being, resist fire (5), resist poison (15), resist shock (5), sacred","head (1), misc (1)","eye (2), head (1), body (1), leg (4)",,"amphibian, magic being"
f313,mother of tuathas,"gold (383), diamonds (2)",0,0,8,6,85,"eye (3), head (3), body (3), arm (3), leg (3)",18,18,20,13,13,13,2,16,,"air (2), nature (1)","darkvision (50), female, glamour, survives in forests, stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f314,ujigami,"gold (205), pearls (2)",0,0,4,2,22,"eye (0), head (0), body (0), arm (0), leg (0)",16,15,14,14,14,13,2,12,,holy (2),"fortune teller (2), inspirational (1), ethereal, need-not-eat, sacred, magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f216,magic being
f315,shadow imp,gold (98),0,0,2,1,7,"eye (5), head (5), body (5), arm (5), leg (5)",13,9,8,11,14,10,1,7,,,"dark power (2), demon, stealthy (60)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,demon
f316,fiery imp,"gold (115), rubies (4)",0,0,3,1,8,"eye (6), head (6), body (6), arm (6), leg (6)",13,9,8,12,12,11,1,7,,,"demon, fire shield (6), resist fire (15), resist cold (-5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f145,demon
f317,airya caelian,"gold (8), sapphires (3)",23,3,0,3,9,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",12,10,9,10,9,11,4,9,,,"flying, resist cold (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,"starting form, tagless"
f318,raptor caelian,gold (30),16,3,0,3,11,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",10,11,10,11,10,10,4,9,,,flying,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,"starting form, tagless"
f319,spire horn caelian,"gold (10), diamonds (1), sapphires (1)",26,3,0,3,10,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",11,10,10,10,9,11,4,9,,,"flying, resist cold (5), resist shock (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,"starting form, tagless"
f320,yazad,"gold (191), diamonds (2), pearls (3), sapphires (1)",0,0,4,3,16,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",14,14,12,13,13,12,1,14,,,"awe (2), flying, flies in storms, resist cold (5), resist shock (10), sacred, magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f322,magic being
f321,daeva,"gold (168), diamonds (1), rubies (1)",0,0,3,3,16,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",14,14,12,13,13,12,1,14,,,"chaos power (1), demon, fear (5), flying, resist fire (5), resist shock (5), sacred, magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,demon
f322,fravashi,"gold (205), diamonds (3), pearls (6), rubies (3)",0,0,4,3,28,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",16,16,12,9,13,13,1,4,,"air (1), astral (1)","awe (3), flying, ethereal, sacred, magic being, needs not eat, resist fire (15), resist shock (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f323,magic being
f323,ancestral fravashi,"gold (289), diamonds (3), pearls (7), rubies (3)",0,0,6,3,35,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",18,18,13,13,13,13,1,4,,"air (3), astral (2), holy (2)","awe (4), flying, ethereal, sacred, magic being, needs not eat, resist fire (15), resist shock (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,magic being
f324,se'ir,gold (224),0,0,4,3,28,"eye (7), head (7), body (7), arm (7), leg (7)",15,18,16,13,12,9,2,16,"e29 (2), e331 (1)",,"berserk (4), demon, survives in wastes, need-not-eat, sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,demon
f325,shed,"gold (253), diamonds (3)",0,0,5,3,40,"eye (8), head (8), body (8), arm (8), leg (8), wing (8)",17,18,15,13,12,11,2,12,e231 (1),,"flying, survives in wastes, need-not-eat, resist shock (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,demon
f326,arch devil,"gold (414), rubies (7)",0,0,8,3,52,"eye (12), head (12), body (12), arm (12), leg (12), wing (12)",18,18,17,15,14,13,1,14,"e29 (2), e68 (1)",fire (3),"flying, survives in wastes, heat aura (3), resist cold (-5), resist fire (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,demon
f327,harbinger,"gold (284), diamonds (1), pearls (6), rubies (1)",0,0,6,4,35,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",18,18,14,12,12,12,1,16,,"air (3), holy (2)","awe (5), flying, invulnerability (20), sacred, magic being, resist fire (5), resist shock (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f328,magic being
f328,arch angel,"gold (392), diamonds (1), pearls (7), rubies (1)",0,0,8,4,49,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",18,18,14,14,14,15,1,16,,"fire (4), holy (3)","awe (6), flying, invulnerability (25), sacred, magic being, resist fire (5), resist shock (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,magic being
